"IDpol","ClaimNb","Exposure","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Area","Density","Region","TotalClaimAmount","DrivAge_Band","BM_Band"
"4118983",1,0.66,6,6,32,80,"B1","Diesel","D",1332,"Centre",1204,"[25,35)","[80,90)"
"4119054",1,0.6,6,15,47,50,"B5","Regular","D",586,"Lorraine",1204,"[45,55)","[49,60)"
"4119067",1,1,5,16,74,50,"B1","Regular","D",1601,"Lorraine",1204,"[65,100]","[49,60)"
"4119080",1,1,6,13,75,62,"B1","Regular","D",1002,"Lorraine",1204,"[65,100]","[60,70)"
"4119083",1,1,6,7,75,62,"B2","Diesel","D",776,"Lorraine",1204,"[65,100]","[60,70)"
"4119116",1,1,6,14,42,50,"B1","Diesel","C",119,"Centre",1204,"[35,45)","[49,60)"
"4119117",1,0.42,5,9,39,50,"B5","Diesel","A",14,"Centre",1909.18,"[35,45)","[49,60)"
"4119122",1,0.56,5,13,76,66,"B6","Regular","C",282,"Centre",1204,"[65,100]","[60,70)"
"4119197",1,1,7,19,42,74,"B10","Diesel","C",282,"Centre",177.41,"[35,45)","[70,80)"
"4119217",1,0.43,6,7,53,85,"B2","Diesel","B",66,"Centre",602,"[45,55)","[80,90)"
"4119246",1,0.89,7,4,34,95,"B11","Regular","C",282,"Centre",1204,"[25,35)","[90,100)"
"4119264",1,0.04,7,12,39,95,"B1","Regular","C",282,"Centre",420,"[35,45)","[90,100)"
"4119277",1,1,5,4,39,50,"B2","Regular","B",51,"Centre",467.69,"[35,45)","[49,60)"
"4119328",1,0.97,9,14,20,95,"B2","Regular","C",280,"Centre",1204,"[17,25)","[90,100)"
"4119364",1,0.92,4,18,19,95,"B6","Regular","A",26,"Centre",1204,"[17,25)","[90,100)"
"4119368",1,0.45,8,15,47,65,"B10","Regular","A",15,"Centre",1881.64,"[45,55)","[60,70)"
"4119371",1,0.04,7,16,52,59,"B3","Regular","C",282,"Centre",1204,"[45,55)","[49,60)"
"4119390",1,0.3,7,3,22,100,"B1","Regular","B",51,"Centre",1204,"[17,25)","[100,250]"
"4119397",1,0.33,4,12,21,100,"B2","Regular","C",282,"Centre",1204,"[17,25)","[100,250]"
"4119404",1,0.5,11,3,33,90,"B11","Diesel","C",105,"Centre",1204,"[25,35)","[90,100)"
"4119427",1,1,6,8,57,50,"B1","Diesel","B",79,"Centre",1231.99,"[55,65)","[49,60)"
"4119433",1,1,4,8,49,50,"B6","Regular","D",511,"Centre",1204,"[45,55)","[49,60)"
"4119460",1,1,7,9,31,54,"B2","Regular","C",218,"Pays-de-la-Loire",1092.33,"[25,35)","[49,60)"
"4119500",1,0.79,6,12,53,62,"B2","Regular","C",282,"Centre",3204,"[45,55)","[60,70)"
"4119513",1,0.76,11,13,34,62,"B1","Diesel","A",30,"Centre",1204,"[25,35)","[60,70)"
"4119528",1,1,7,11,41,50,"B5","Diesel","B",67,"Centre",1204,"[35,45)","[49,60)"
"4119540",1,1,8,18,45,55,"B1","Diesel","D",1323,"Rhone-Alpes",693.68,"[45,55)","[49,60)"
"4119551",1,1,6,18,46,95,"B1","Diesel","B",85,"Rhone-Alpes",1204,"[45,55)","[90,100)"
"4119552",1,1,7,9,67,50,"B1","Diesel","D",1323,"Rhone-Alpes",1204,"[65,100]","[49,60)"
"4119601",1,1,8,17,62,100,"B2","Regular","B",76,"Centre",1204,"[55,65)","[100,250]"
"4119614",1,0.76,6,15,30,85,"B1","Diesel","A",30,"Centre",1204,"[25,35)","[80,90)"
"4119626",1,0.93,4,17,86,50,"B1","Regular","A",45,"Centre",1204,"[65,100]","[49,60)"
"4119652",1,0.24,6,4,45,50,"B1","Diesel","E",9802,"Ile-de-France",1204,"[45,55)","[49,60)"
"4119653",1,1,6,13,60,50,"B1","Regular","F",16291,"Ile-de-France",200,"[55,65)","[49,60)"
"4119657",1,1,4,3,34,73,"B3","Regular","F",17140,"Ile-de-France",1204,"[25,35)","[70,80)"
"4119666",1,1,7,5,61,62,"B1","Diesel","A",18,"Ile-de-France",1405.8,"[55,65)","[60,70)"
"4119700",1,0.77,15,12,65,65,"B5","Regular","F",27000,"Ile-de-France",2150.64,"[65,100]","[60,70)"
"4119705",2,1,5,15,59,97,"B1","Regular","F",27000,"Ile-de-France",2408,"[55,65)","[90,100)"
"4119728",1,1,5,4,34,63,"B2","Diesel","D",1268,"Rhone-Alpes",1539.5,"[25,35)","[60,70)"
"4119758",1,1,4,14,45,50,"B2","Regular","D",745,"Rhone-Alpes",1204,"[45,55)","[49,60)"
"4119764",1,1,5,12,76,50,"B5","Diesel","C",203,"Rhone-Alpes",1204,"[65,100]","[49,60)"
"4119809",1,1,11,9,57,50,"B10","Regular","C",298,"Rhone-Alpes",838.77,"[55,65)","[49,60)"
"4119826",1,0.93,6,5,49,50,"B2","Diesel","C",141,"Rhone-Alpes",835.05,"[45,55)","[49,60)"
"4119830",1,1,7,7,31,67,"B4","Regular","D",1381,"Rhone-Alpes",3204,"[25,35)","[60,70)"
"4119838",1,0.88,6,8,47,56,"B5","Regular","C",225,"Languedoc-Roussillon",470.56,"[45,55)","[49,60)"
"4119894",1,0.92,7,9,80,50,"B2","Diesel","D",1284,"Basse-Normandie",1204,"[65,100]","[49,60)"
"4119908",1,1,7,13,49,51,"B2","Diesel","C",204,"Basse-Normandie",115.07,"[45,55)","[49,60)"
"4119952",1,0.33,6,6,49,50,"B6","Diesel","C",319,"Centre",1204,"[45,55)","[49,60)"
"4119986",1,1,4,8,39,54,"B1","Regular","F",27000,"Ile-de-France",76.54,"[35,45)","[49,60)"
"4120005",1,1,7,7,78,50,"B2","Regular","C",229,"Bretagne",1204,"[65,100]","[49,60)"
"4120078",1,1,4,9,41,62,"B4","Diesel","A",13,"Centre",1204,"[35,45)","[60,70)"
"4120111",1,1,6,4,79,50,"B2","Diesel","C",399,"Centre",1204,"[65,100]","[49,60)"
"4120179",1,0.88,7,9,34,64,"B1","Diesel","B",72,"Haute-Normandie",200,"[25,35)","[60,70)"
"4120195",1,1,6,4,78,50,"B4","Diesel","D",691,"Haute-Normandie",1204,"[65,100]","[49,60)"
"4120207",1,0.47,6,5,37,57,"B3","Diesel","D",1314,"Centre",77,"[35,45)","[49,60)"
"4120210",1,1,6,8,68,64,"B1","Diesel","D",1314,"Centre",1204,"[65,100]","[60,70)"
"4120220",1,1,6,11,54,50,"B1","Diesel","D",949,"Centre",469.47,"[45,55)","[49,60)"
"4120248",2,0.97,5,6,34,60,"B3","Diesel","C",272,"Centre",2433.52,"[25,35)","[60,70)"
"4120254",1,1,5,19,54,50,"B2","Diesel","D",949,"Centre",1204,"[45,55)","[49,60)"
"4120262",1,0.73,6,12,38,56,"B1","Diesel","D",1017,"Basse-Normandie",3302,"[35,45)","[49,60)"
"4120268",1,0.01,4,1,28,85,"B1","Diesel","D",1314,"Centre",3204,"[25,35)","[80,90)"
"4120302",1,0.5,5,10,24,125,"B3","Diesel","D",949,"Centre",1204,"[17,25)","[100,250]"
"4120352",1,1,9,11,67,71,"B4","Diesel","D",1314,"Centre",1204,"[65,100]","[70,80)"
"4120387",1,0.87,6,12,51,50,"B1","Diesel","F",13520,"Ile-de-France",1030.44,"[45,55)","[49,60)"
"4120417",1,1,7,4,49,50,"B2","Diesel","C",335,"Centre",3742.3,"[45,55)","[49,60)"
"4120441",1,0.92,5,3,61,80,"B1","Regular","F",27000,"Ile-de-France",3926.37,"[55,65)","[80,90)"
"4120472",1,0.13,7,9,42,57,"B13","Regular","D",741,"Centre",1204,"[35,45)","[49,60)"
"4120482",1,1,10,4,61,62,"B12","Diesel","D",741,"Centre",563.91,"[55,65)","[60,70)"
"4120511",1,1,14,9,52,50,"B3","Regular","D",741,"Centre",1204,"[45,55)","[49,60)"
"4120538",1,0.53,9,4,69,50,"B1","Diesel","E",8455,"Rhone-Alpes",1204,"[65,100]","[49,60)"
"4120545",1,1,7,7,72,50,"B1","Regular","E",8455,"Rhone-Alpes",1204,"[65,100]","[49,60)"
"4120561",1,0.18,10,8,39,88,"B1","Diesel","C",229,"Rhone-Alpes",1204,"[35,45)","[80,90)"
"4120563",1,0.2,7,11,40,50,"B1","Regular","E",8455,"Rhone-Alpes",888.99,"[35,45)","[49,60)"
"4120571",1,1,6,5,49,50,"B2","Diesel","C",306,"Rhone-Alpes",1204,"[45,55)","[49,60)"
"4120609",1,1,5,6,56,50,"B2","Regular","D",555,"Rhone-Alpes",1204,"[55,65)","[49,60)"
"4120614",1,1,6,7,33,50,"B1","Diesel","D",1323,"Rhone-Alpes",1317.84,"[25,35)","[49,60)"
"4120717",1,1,7,12,57,50,"B2","Regular","D",1601,"Lorraine",1204,"[55,65)","[49,60)"
"4120766",1,1,7,8,44,50,"B10","Diesel","C",212,"Lorraine",1204,"[35,45)","[49,60)"
"4120792",1,1,6,7,45,50,"B2","Diesel","C",166,"Lorraine",780.02,"[45,55)","[49,60)"
"4120826",1,0.6,5,12,51,50,"B1","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur",3398,"[45,55)","[49,60)"
"4120834",1,1,5,8,70,50,"B1","Regular","D",776,"Lorraine",1128.48,"[65,100]","[49,60)"
"4120853",1,1,7,7,76,50,"B2","Regular","D",1601,"Lorraine",1204,"[65,100]","[49,60)"
"4120854",1,1,6,14,47,50,"B1","Diesel","D",1002,"Lorraine",976.99,"[45,55)","[49,60)"
"4120857",1,1,7,7,81,50,"B5","Regular","D",1601,"Lorraine",74,"[65,100]","[49,60)"
"4120891",1,0.22,11,12,40,50,"B1","Regular","C",461,"Bretagne",1204,"[35,45)","[49,60)"
"4120934",1,1,5,5,53,50,"B2","Regular","A",25,"Midi-Pyrenees",602,"[45,55)","[49,60)"
"4121099",1,1,5,5,49,50,"B6","Diesel","C",149,"Centre",7429.07,"[45,55)","[49,60)"
"4121160",1,1,5,4,55,72,"B2","Diesel","E",9307,"Rhone-Alpes",1204,"[55,65)","[70,80)"
"4121167",1,0.74,4,10,42,59,"B2","Regular","E",8549,"Rhone-Alpes",399.64,"[35,45)","[49,60)"
"4121206",2,0.61,7,14,26,80,"B3","Diesel","D",831,"Poitou-Charentes",1836.52,"[25,35)","[80,90)"
"4121296",1,1,5,9,52,52,"B1","Regular","B",71,"Bretagne",1204,"[45,55)","[49,60)"
"4121327",1,0.18,6,7,49,85,"B3","Diesel","C",193,"Pays-de-la-Loire",312.07,"[45,55)","[80,90)"
"4121334",1,0.4,6,13,33,64,"B1","Diesel","C",142,"Pays-de-la-Loire",1204,"[25,35)","[60,70)"
"4121361",1,1,4,15,68,66,"B5","Regular","C",126,"Pays-de-la-Loire",1204,"[65,100]","[60,70)"
"4121365",1,1,4,8,59,50,"B2","Regular","D",983,"Pays-de-la-Loire",1204,"[55,65)","[49,60)"
"4121395",1,0.58,4,4,39,50,"B2","Regular","E",4128,"Pays-de-la-Loire",1516.63,"[35,45)","[49,60)"
"4121397",1,1,7,5,46,50,"B5","Regular","C",354,"Pays-de-la-Loire",1204,"[45,55)","[49,60)"
"4121402",1,1,6,5,51,66,"B1","Diesel","A",46,"Pays-de-la-Loire",1204,"[45,55)","[60,70)"
"4121471",1,1,4,6,57,50,"B12","Regular","C",380,"Pays-de-la-Loire",101.82,"[55,65)","[49,60)"
"4121575",1,1,7,8,55,50,"B2","Regular","B",94,"Pays-de-la-Loire",1204,"[55,65)","[49,60)"
"4121612",1,1,5,4,53,82,"B2","Regular","E",4128,"Pays-de-la-Loire",57.23,"[45,55)","[80,90)"
"4121660",1,1,6,14,43,106,"B2","Regular","E",3856,"Ile-de-France",3204,"[35,45)","[100,250]"
"4121727",1,0.01,5,14,54,75,"B2","Diesel","A",19,"Ile-de-France",1204,"[45,55)","[70,80)"
"4121743",1,0.03,6,10,38,60,"B2","Diesel","E",2859,"Ile-de-France",3704,"[35,45)","[60,70)"
"4121768",2,1,10,7,45,62,"B10","Regular","D",1329,"Ile-de-France",3307.28,"[45,55)","[60,70)"
"4121782",1,1,5,15,52,50,"B3","Regular","D",1329,"Ile-de-France",1204,"[45,55)","[49,60)"
"4121786",1,0.8,4,16,54,50,"B14","Regular","E",2872,"Ile-de-France",626.73,"[45,55)","[49,60)"
"4121798",1,0.37,6,12,58,50,"B1","Regular","D",1329,"Ile-de-France",2887.01,"[55,65)","[49,60)"
"4121820",1,1,12,2,49,62,"B1","Diesel","D",1329,"Ile-de-France",1204,"[45,55)","[60,70)"
"4121902",1,0.25,4,11,68,50,"B5","Regular","A",20,"Centre",938.93,"[65,100]","[49,60)"
"4121968",1,1,6,6,70,50,"B2","Regular","C",405,"Centre",4000,"[65,100]","[49,60)"
"4122001",1,0.11,5,8,27,80,"B2","Diesel","E",3628,"Rhone-Alpes",2071.99,"[25,35)","[80,90)"
"4122006",1,1,5,12,39,58,"B3","Diesel","C",369,"Centre",1204,"[35,45)","[49,60)"
"4122062",1,1,7,9,56,50,"B1","Diesel","C",405,"Centre",1204,"[55,65)","[49,60)"
"4122067",1,0.1,5,5,79,50,"B2","Diesel","A",12,"Centre",6698.08,"[65,100]","[49,60)"
"4122080",1,1,4,8,35,95,"B6","Regular","D",1271,"Languedoc-Roussillon",932.21,"[35,45)","[90,100)"
"4122161",1,1,5,7,47,50,"B1","Diesel","B",91,"Centre",1870.91,"[45,55)","[49,60)"
"4122171",1,1,10,5,69,50,"B13","Diesel","A",29,"Centre",1204,"[65,100]","[49,60)"
"4122234",1,1,5,11,55,50,"B1","Regular","A",29,"Centre",1204,"[55,65)","[49,60)"
"4122259",1,1,5,5,31,50,"B3","Diesel","F",16052,"Ile-de-France",292.38,"[25,35)","[49,60)"
"4122284",1,1,7,9,68,50,"B2","Diesel","B",91,"Centre",1244.4,"[65,100]","[49,60)"
"4122372",1,0.49,7,15,48,50,"B2","Diesel","A",45,"Centre",1730.63,"[45,55)","[49,60)"
"4122374",1,0.51,5,3,31,68,"B2","Diesel","B",97,"Picardie",134.9,"[25,35)","[60,70)"
"4122406",1,1,5,9,39,50,"B3","Diesel","B",75,"Centre",684.74,"[35,45)","[49,60)"
"4122448",1,0.7,8,19,45,55,"B2","Diesel","A",11,"Centre",4636.24,"[45,55)","[49,60)"
"4122473",1,1,6,6,31,62,"B2","Diesel","C",407,"Rhone-Alpes",1544.28,"[25,35)","[60,70)"
"4122482",1,1,6,8,44,71,"B1","Regular","E",8455,"Rhone-Alpes",1204,"[35,45)","[70,80)"
"4122528",1,1,5,3,41,62,"B2","Diesel","E",8455,"Rhone-Alpes",1204,"[35,45)","[60,70)"
"4122550",1,0.66,5,6,36,50,"B6","Regular","E",3457,"Rhone-Alpes",1204,"[35,45)","[49,60)"
"4122551",2,1,8,3,70,77,"B2","Diesel","A",18,"Rhone-Alpes",2408,"[65,100]","[70,80)"
"4122558",1,0.8,9,14,68,50,"B1","Regular","D",1002,"Rhone-Alpes",1204,"[65,100]","[49,60)"
"4122584",1,0.56,4,16,46,64,"B1","Regular","E",8455,"Rhone-Alpes",3428.45,"[45,55)","[60,70)"
"4122588",1,1,5,5,76,77,"B2","Regular","E",8455,"Rhone-Alpes",1204,"[65,100]","[70,80)"
"4122591",1,1,6,21,55,62,"B1","Regular","D",1521,"Rhone-Alpes",1204,"[55,65)","[60,70)"
"4122598",1,1,7,6,48,58,"B6","Diesel","E",8455,"Rhone-Alpes",757.14,"[45,55)","[49,60)"
"4122602",1,1,7,6,48,59,"B1","Regular","E",8455,"Rhone-Alpes",117.66,"[45,55)","[49,60)"
"4122619",1,0.24,6,9,43,54,"B1","Regular","E",8455,"Rhone-Alpes",22600,"[35,45)","[49,60)"
"4122650",1,1,8,4,39,50,"B10","Diesel","B",66,"Haute-Normandie",1204,"[35,45)","[49,60)"
"4122712",1,0.97,6,5,40,50,"B2","Diesel","C",155,"Centre",80.5,"[35,45)","[49,60)"
"4122736",1,1,7,3,80,50,"B1","Diesel","A",45,"Centre",1204,"[65,100]","[49,60)"
"4122772",1,0.11,5,15,36,50,"B2","Diesel","A",49,"Centre",837.31,"[35,45)","[49,60)"
"4122827",1,1,6,7,63,50,"B3","Diesel","C",473,"Bretagne",1662.43,"[55,65)","[49,60)"
"4122854",1,0.58,4,16,49,50,"B2","Regular","C",473,"Bretagne",3704,"[45,55)","[49,60)"
"4122886",1,1,6,5,66,50,"B4","Diesel","C",125,"Bretagne",1204,"[65,100]","[49,60)"
"4122902",1,1,6,8,57,50,"B6","Diesel","E",3021,"Bretagne",1204,"[55,65)","[49,60)"
"4122940",1,0.19,5,20,56,50,"B1","Regular","C",473,"Bretagne",1789,"[55,65)","[49,60)"
"4123004",1,0.96,5,5,50,50,"B1","Diesel","E",4116,"Centre",1204,"[45,55)","[49,60)"
"4123024",1,0.53,5,6,64,50,"B5","Diesel","A",11,"Centre",1204,"[55,65)","[49,60)"
"4123030",1,1,11,12,54,50,"B10","Regular","E",6257,"Ile-de-France",268.26,"[45,55)","[49,60)"
"4123034",1,1,6,8,64,50,"B1","Diesel","A",11,"Centre",1204,"[55,65)","[49,60)"
"4123044",1,0.49,4,10,50,50,"B1","Regular","C",182,"Centre",1367.6,"[45,55)","[49,60)"
"4123077",1,1,6,6,61,68,"B3","Diesel","B",95,"Bourgogne",1204,"[55,65)","[60,70)"
"4123133",1,1,6,11,54,50,"B2","Diesel","C",301,"Provence-Alpes-Cotes-D'Azur",7777,"[45,55)","[49,60)"
"4123140",1,1,6,7,73,50,"B5","Diesel","C",101,"Centre",305.77,"[65,100]","[49,60)"
"4123143",1,0.69,7,9,55,50,"B6","Regular","C",405,"Centre",70.78,"[55,65)","[49,60)"
"4123154",1,0.85,6,16,32,68,"B1","Diesel","A",15,"Centre",47.08,"[25,35)","[60,70)"
"4123156",1,1,4,14,36,71,"B5","Regular","C",102,"Centre",1204,"[35,45)","[70,80)"
"4123187",1,0.51,4,4,28,95,"B6","Diesel","E",5360,"Ile-de-France",1204,"[25,35)","[90,100)"
"4123197",1,1,4,5,31,75,"B6","Regular","F",27000,"Ile-de-France",872.89,"[25,35)","[70,80)"
"4123260",1,1,4,8,62,56,"B6","Regular","C",355,"Bretagne",602,"[55,65)","[49,60)"
"4123302",1,0.81,4,5,57,50,"B4","Diesel","D",530,"Centre",1204,"[55,65)","[49,60)"
"4123312",1,1,7,11,45,67,"B2","Regular","D",1398,"Centre",1204,"[45,55)","[60,70)"
"4123343",1,0.09,5,13,36,60,"B3","Regular","D",1287,"Aquitaine",1222,"[35,45)","[60,70)"
"4123358",1,1,9,5,37,57,"B3","Diesel","E",3866,"Centre",904.02,"[35,45)","[49,60)"
"4123363",1,0.71,7,4,83,50,"B2","Regular","E",3866,"Centre",1413.96,"[65,100]","[49,60)"
"4123402",1,1,4,18,64,62,"B1","Diesel","B",58,"Aquitaine",1204,"[55,65)","[60,70)"
"4123419",1,1,4,12,30,83,"B2","Regular","E",2620,"Aquitaine",1204,"[25,35)","[80,90)"
"4123420",1,1,6,4,61,50,"B1","Diesel","C",159,"Aquitaine",250.11,"[55,65)","[49,60)"
"4123431",1,1,6,14,35,64,"B1","Diesel","A",26,"Midi-Pyrenees",736.74,"[35,45)","[60,70)"
"4123457",1,1,6,19,67,50,"B2","Diesel","A",25,"Aquitaine",160.19,"[65,100]","[49,60)"
"4123483",1,1,6,12,59,100,"B2","Diesel","C",142,"Aquitaine",1204,"[55,65)","[100,250]"
"4123493",1,0.13,8,15,47,50,"B2","Diesel","A",32,"Aquitaine",1204,"[45,55)","[49,60)"
"4123512",2,1,8,11,59,121,"B3","Diesel","E",3021,"Bretagne",2408,"[55,65)","[100,250]"
"4123650",1,0.81,7,7,87,62,"B2","Regular","C",478,"Lorraine",1204,"[65,100]","[60,70)"
"4123652",1,1,6,6,48,50,"B4","Regular","C",415,"Lorraine",1204,"[45,55)","[49,60)"
"4123667",2,1,6,7,68,62,"B2","Diesel","C",261,"Aquitaine",4408,"[65,100]","[60,70)"
"4123708",1,0.73,5,3,68,50,"B1","Diesel","E",4348,"Aquitaine",152.45,"[65,100]","[49,60)"
"4123730",1,0.34,4,9,50,68,"B2","Regular","D",1287,"Aquitaine",8356.45,"[45,55)","[60,70)"
"4123734",1,1,13,6,43,55,"B5","Regular","D",1410,"Aquitaine",1204,"[35,45)","[49,60)"
"4123738",1,1,5,4,47,50,"B5","Regular","D",1535,"Aquitaine",1204,"[45,55)","[49,60)"
"4123764",1,0.87,5,4,31,63,"B5","Diesel","A",45,"Aquitaine",1204,"[25,35)","[60,70)"
"4123787",1,1,4,4,29,90,"B3","Regular","F",17140,"Ile-de-France",1204,"[25,35)","[90,100)"
"4123826",1,1,9,4,43,50,"B12","Diesel","E",3688,"Rhone-Alpes",148.08,"[35,45)","[49,60)"
"4123888",1,0.2,6,8,41,50,"B1","Regular","C",368,"Rhone-Alpes",110.69,"[35,45)","[49,60)"
"4123921",1,1,7,4,36,50,"B4","Regular","C",226,"Rhone-Alpes",1204,"[35,45)","[49,60)"
"4123957",1,1,7,14,84,173,"B2","Regular","E",3688,"Rhone-Alpes",1204,"[65,100]","[100,250]"
"4123969",1,0.06,7,8,59,50,"B4","Regular","F",27000,"Ile-de-France",1204,"[55,65)","[49,60)"
"4124002",1,1,5,3,64,62,"B6","Regular","C",476,"Provence-Alpes-Cotes-D'Azur",1204,"[55,65)","[60,70)"
"4124014",1,1,11,6,41,62,"B11","Regular","D",1400,"Provence-Alpes-Cotes-D'Azur",1204,"[35,45)","[60,70)"
"4124023",1,1,7,3,58,50,"B3","Regular","E",4762,"Provence-Alpes-Cotes-D'Azur",602,"[55,65)","[49,60)"
"4124030",1,1,5,12,78,50,"B3","Diesel","E",2733,"Provence-Alpes-Cotes-D'Azur",1204,"[65,100]","[49,60)"
"4124037",1,1,7,12,91,50,"B2","Regular","E",2733,"Provence-Alpes-Cotes-D'Azur",1204,"[65,100]","[49,60)"
"4124067",1,1,5,10,46,50,"B1","Regular","E",4762,"Provence-Alpes-Cotes-D'Azur",200,"[45,55)","[49,60)"
"4124105",1,1,7,11,38,50,"B5","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur",1204,"[35,45)","[49,60)"
"4124115",1,1,4,5,69,50,"B1","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur",1204,"[65,100]","[49,60)"
"4124150",1,1,15,4,43,50,"B10","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur",70,"[35,45)","[49,60)"
"4124161",1,1,10,13,42,73,"B2","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur",1204,"[35,45)","[70,80)"
"4124197",1,0.99,9,16,83,90,"B13","Regular","B",85,"Rhone-Alpes",602,"[65,100]","[90,100)"
"4124223",1,1,6,11,72,50,"B2","Diesel","C",465,"Rhone-Alpes",1204,"[65,100]","[49,60)"
"4124258",1,0.47,5,11,52,50,"B2","Diesel","D",1110,"Rhone-Alpes",1000,"[45,55)","[49,60)"
"4124289",1,1,6,4,57,85,"B3","Diesel","B",68,"Rhone-Alpes",1204,"[55,65)","[80,90)"
"4124354",1,1,6,7,45,51,"B2","Diesel","D",1323,"Rhone-Alpes",1108.85,"[45,55)","[49,60)"
"4124402",1,1,6,14,42,53,"B1","Diesel","D",1753,"Rhone-Alpes",1204,"[35,45)","[49,60)"
"4124410",1,1,10,11,52,50,"B13","Regular","D",711,"Rhone-Alpes",913.34,"[45,55)","[49,60)"
"4124453",1,1,5,9,77,50,"B2","Regular","B",93,"Languedoc-Roussillon",1204,"[65,100]","[49,60)"
"4124458",1,1,7,7,77,50,"B4","Regular","C",373,"Aquitaine",655.4,"[65,100]","[49,60)"
"4124466",1,1,7,5,34,71,"B12","Diesel","E",3075,"Aquitaine",2943.75,"[25,35)","[70,80)"
"4124516",1,1,5,10,72,50,"B1","Regular","D",625,"Languedoc-Roussillon",1204,"[65,100]","[49,60)"
"4124576",1,1,4,2,31,54,"B4","Diesel","D",776,"Provence-Alpes-Cotes-D'Azur",611.66,"[25,35)","[49,60)"
"4124581",1,0.5,5,14,42,63,"B2","Diesel","D",1326,"Provence-Alpes-Cotes-D'Azur",1204,"[35,45)","[60,70)"
"4124589",2,1,11,17,81,50,"B2","Regular","A",10,"Rhone-Alpes",1418.45,"[65,100]","[49,60)"
"4124626",1,1,7,10,42,50,"B11","Diesel","C",197,"Provence-Alpes-Cotes-D'Azur",42.55,"[35,45)","[49,60)"
"4124627",1,1,4,17,42,78,"B1","Regular","D",1326,"Provence-Alpes-Cotes-D'Azur",1204,"[35,45)","[70,80)"
"4124632",1,0.74,7,8,62,50,"B10","Diesel","C",164,"Provence-Alpes-Cotes-D'Azur",1204,"[55,65)","[49,60)"
"4124636",1,0.47,6,13,40,76,"B3","Diesel","D",1326,"Provence-Alpes-Cotes-D'Azur",1726,"[35,45)","[70,80)"
"4124659",1,1,7,5,30,63,"B4","Regular","B",77,"Rhone-Alpes",1204,"[25,35)","[60,70)"
"4124674",1,0.29,5,13,39,50,"B2","Regular","C",134,"Provence-Alpes-Cotes-D'Azur",2883.97,"[35,45)","[49,60)"
"4124692",1,1,5,9,39,62,"B13","Diesel","C",108,"Rhone-Alpes",1204,"[35,45)","[60,70)"
"4124695",1,1,4,4,82,62,"B6","Regular","C",377,"Provence-Alpes-Cotes-D'Azur",1204,"[65,100]","[60,70)"
"4124716",1,1,12,12,68,50,"B13","Regular","C",140,"Rhone-Alpes",1204,"[65,100]","[49,60)"
"4124719",1,1,7,5,60,50,"B1","Regular","C",242,"Rhone-Alpes",1204,"[55,65)","[49,60)"
"4124739",1,0.31,5,4,53,50,"B4","Regular","C",242,"Rhone-Alpes",3204,"[45,55)","[49,60)"
"4124746",1,1,10,4,63,50,"B12","Diesel","B",97,"Rhone-Alpes",2064,"[55,65)","[49,60)"
"4124831",1,1,8,4,36,62,"B13","Diesel","A",15,"Rhone-Alpes",1204,"[35,45)","[60,70)"
"4124841",1,1,7,13,57,63,"B2","Diesel","B",96,"Rhone-Alpes",1204,"[55,65)","[60,70)"
"4124858",1,1,7,17,77,57,"B2","Regular","E",2740,"Picardie",1204,"[65,100]","[49,60)"
"4124865",1,0.93,6,8,55,50,"B2","Diesel","C",338,"Picardie",1204,"[55,65)","[49,60)"
"4124870",1,0.07,7,11,44,50,"B5","Regular","E",2740,"Picardie",4970.62,"[35,45)","[49,60)"
"4124881",1,1,7,7,47,50,"B2","Regular","E",2740,"Picardie",375.74,"[45,55)","[49,60)"
"4124948",1,0.77,4,6,40,50,"B6","Regular","C",383,"Provence-Alpes-Cotes-D'Azur",1175.89,"[35,45)","[49,60)"
"4124974",1,1,5,8,53,72,"B2","Regular","C",177,"Provence-Alpes-Cotes-D'Azur",1204,"[45,55)","[70,80)"
"4124975",1,1,7,9,60,64,"B10","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur",1204,"[55,65)","[60,70)"
"4124978",1,1,7,9,52,50,"B1","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur",1563.71,"[45,55)","[49,60)"
"4125000",1,0.69,6,11,47,50,"B1","Diesel","D",883,"Provence-Alpes-Cotes-D'Azur",1204,"[45,55)","[49,60)"
"4125006",1,1,7,5,49,50,"B13","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur",1204,"[45,55)","[49,60)"
"4125031",1,1,4,3,67,50,"B3","Diesel","C",378,"Alsace",1204,"[65,100]","[49,60)"
"4125034",1,1,7,3,57,50,"B1","Regular","D",1993,"Alsace",1204,"[55,65)","[49,60)"
"4125053",1,1,7,20,69,50,"B2","Regular","B",62,"Provence-Alpes-Cotes-D'Azur",602,"[65,100]","[49,60)"
"4125072",1,1,5,17,44,50,"B4","Regular","E",4972,"Alsace",1204,"[35,45)","[49,60)"
"4125077",2,1,6,6,46,140,"B1","Diesel","C",320,"Alsace",2204,"[45,55)","[100,250]"
"4125082",1,1,4,14,43,90,"B3","Diesel","E",3374,"Alsace",1204,"[35,45)","[90,100)"
